instancia,ciclo_ajustado,ce,cp,eps1,fs1,fs2,ps1,ps2,ps3,ps4,ps5,ps6,se,ts1,ts2,ts3,ts4,vs1,ciclo_sequencial
318,28,21.049,1.643,2327.6,7.722,9.2,151.92,126.33,2.023,0,8.481,8.424,69.825,55.094,59.625,56.578,49.922,0.619,58
318,29,21.086,1.646,2325,7.702,9.156,151.87,126.38,2,0,8.463,8.408,69.825,55.09,59.633,56.602,49.926,0.619,59
318,30,21.061,1.644,2454.4,7.577,9.145,161.43,136.29,2.031,0,8.486,8.439,56.928,55.09,59.648,56.59,49.934,0.632,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
1665,11,47.076,2.132,2360.2,7.976,10.139,147.02,120.98,2.352,10.152,9.913,9.8,62.02,35.238,41.086,38.453,30.633,0.577,11
1665,12,47.098,2.124,2357.2,7.986,10.159,146.65,120.59,2.227,10.123,9.908,9.786,68.448,35.227,41.082,38.437,30.641,0.551,12
1665,13,46.782,2.133,2351.8,8.063,10.156,146.65,120.51,2.383,10.1,9.872,9.743,68.448,35.238,41.094,38.43,30.652,0.54,13
1665,14,47.337,2.156,2351.8,7.804,10.178,146.62,120.52,2.437,10.112,9.899,9.794,67.674,35.262,41.074,38.523,30.645,0.545,14
1665,15,47.515,2.153,2351.8,7.936,10.158,146.61,120.56,2.414,10.152,9.941,9.818,67.674,35.238,41.059,38.52,30.645,0.526,15
1665,16,47.593,2.161,2352,8.108,10.187,146.57,120.56,2.266,10.139,9.901,9.781,67.673,35.332,41.098,38.508,30.645,0.531,16
1665,17,47.592,2.169,2352,7.741,10.164,146.74,120.41,2.375,10.11,9.908,9.783,67.673,35.422,41.082,38.574,30.645,0.529,17
1665,18,47.678,2.186,2353.2,7.915,10.181,146.54,120.61,2.328,10.182,9.946,9.829,67.626,35.414,41.082,38.594,30.641,0.524,18
1008,1,27.498,1.72,2778.8,0,9.637,190.09,0.187,0,0,9.025,8.942,66.571,45.883,50.715,47.937,41.328,0.617,19
1008,2,27.512,1.718,2887.6,0,9.62,190.57,0,0,0,9.039,8.96,0,45.809,50.715,47.93,41.324,0.643,20
1008,3,27.686,1.73,2888,0.001,9.626,190.42,0,0,0,9.061,8.97,0,45.754,50.672,47.93,41.312,0.674,21
1008,4,27.548,1.715,2890,0,9.646,190.48,0,0,0,9.024,8.95,0,45.727,50.641,47.941,41.336,0.688,22
1008,5,27.756,1.737,2887.8,0.001,9.643,190.55,0,0,0,9.014,8.928,0,45.617,50.633,48.016,41.301,0.682,23
1008,6,27.743,1.739,2887.6,0.003,9.637,190.48,0,0,0,9.022,8.941,0,45.551,50.648,48.008,41.328,0.674,24
1008,7,27.722,1.735,2891.4,0.005,9.636,190.5,0,0,0,9.061,8.979,0,45.562,50.586,48.031,41.328,0.678,25
1008,8,27.754,1.74,2887.8,0.001,9.631,190.6,0,0,0,9.056,8.973,0,45.473,50.559,48.031,41.316,0.684,26
1008,9,27.724,1.732,2887.8,0.003,9.643,190.52,0,0,0,9.017,8.941,0,45.473,50.539,48.02,41.324,0.687,27
1008,10,27.676,1.731,2537.8,13.275,9.628,152.32,123.77,3.656,0,9.005,8.926,67.882,45.375,50.469,48.023,41.34,0.686,28
1008,11,27.681,1.734,2263.8,7.634,9.62,143.6,117.94,2.117,0,9.039,8.963,67.882,45.383,50.469,48.031,41.352,0.637,29
1008,12,27.71,1.732,2259.8,7.643,9.617,143.3,117.68,2.055,0,9.057,8.98,66.43,45.391,50.484,48.016,41.34,0.614,30
1008,13,27.905,1.745,2259.8,7.631,9.632,143.6,117.89,2.031,0,9.016,8.946,66.43,45.383,50.484,48.02,41.352,0.621,31
1008,14,27.798,1.731,2263.8,7.645,9.632,143.15,117.52,2.156,0,8.988,8.913,66.313,45.469,50.523,48.02,41.355,0.629,32
1008,15,27.744,1.733,2261.4,7.624,9.622,143.26,117.87,1.977,0,9.017,8.941,66.313,45.551,50.551,48.02,41.352,0.622,33
1008,16,27.854,1.739,2255.6,7.648,9.627,143.37,117.7,2.008,0,9.055,8.974,66.366,45.566,50.539,48.02,41.355,0.612,34
1008,17,28.102,1.761,2257.6,7.638,9.649,143.55,117.94,2.141,0,9.067,8.983,66.366,45.566,50.551,48.113,41.34,0.595,35
1008,18,28.053,1.754,2261.4,7.589,9.664,143.57,118.01,2.156,0,9.03,8.967,66.331,45.633,50.562,48.113,41.352,0.59,36
1840,1,46.851,2.142,2927.6,0,10.159,191.11,0.289,0,10.054,9.83,9.715,64.529,36.406,41.992,39.184,31.359,0.54,37
1840,2,46.885,2.138,2964,0.001,10.181,191.09,0,0,10.026,9.797,9.689,0,36.32,41.984,39.172,31.367,0.557,38
1840,3,46.91,2.14,2965.6,0.004,10.16,191.09,0,0,10.07,9.833,9.724,0,36.266,41.965,39.18,31.355,0.567,39
1840,4,46.871,2.143,2965.4,0.001,10.162,190.98,0,0,10.084,9.851,9.734,0,36.246,41.93,39.18,31.359,0.577,40
1840,5,46.79,2.134,2963.6,0.001,10.176,191.04,0,0,10.041,9.811,9.708,0,36.238,41.926,39.168,31.367,0.576,41
1840,6,46.838,2.136,2963.8,0.003,10.169,190.96,0,0,10.087,9.825,9.707,0,36.16,41.926,39.18,31.367,0.585,42
1840,7,46.79,2.138,2965.4,0.001,10.129,191,0,0,10.079,9.857,9.74,0,36.09,41.922,39.184,31.375,0.582,43
1840,8,46.754,2.133,2965.6,0,10.161,191.01,0,0,10.048,9.806,9.691,0,36.168,41.922,39.168,31.375,0.58,44
1840,9,46.581,2.124,2963.6,0.001,10.156,191.15,0,0.016,9.998,9.776,9.669,0,36.012,41.922,39.215,31.371,0.588,45
1840,10,46.687,2.132,2547.8,11.65,10.136,152.19,124.12,3.305,10.072,9.828,9.71,64.336,36.012,41.914,39.211,31.406,0.604,46
1840,11,46.72,2.129,2368,7.753,10.138,146.15,119.91,2.406,10.03,9.809,9.693,64.336,36.094,41.883,39.172,31.406,0.569,47
1840,12,46.664,2.121,2361.8,7.603,10.142,146.09,120.3,2.211,10.012,9.774,9.646,64.831,36.094,41.902,39.172,31.395,0.552,48
1840,13,46.774,2.134,2361.8,7.827,10.118,146.02,119.94,2.297,10.02,9.803,9.698,64.831,36.074,41.895,39.184,31.406,0.531,49
1840,14,46.734,2.123,2361.6,7.538,10.124,145.84,120.02,2.172,10.073,9.845,9.729,64.344,36.168,41.895,39.187,31.406,0.531,50
1840,15,46.925,2.146,2361.6,7.774,10.158,145.75,119.84,2.211,10.022,9.797,9.692,64.344,36.168,41.914,39.266,31.406,0.535,51
1840,16,46.925,2.149,2363.6,7.485,10.153,145.92,119.99,2.227,10.054,9.804,9.691,64.106,36.238,41.902,39.254,31.387,0.527,52
1840,17,47.252,2.18,2361.8,7.701,10.143,145.76,119.91,2.211,10.073,9.838,9.731,64.106,36.238,41.855,39.25,31.41,0.521,53
1840,18,47.252,2.186,2359.6,7.5,10.152,145.81,119.97,2.242,10.065,9.828,9.708,64.007,36.234,41.914,39.348,31.383,0.513,54
1840,19,47.285,2.184,2359.8,7.774,10.174,145.81,119.86,2.328,10.027,9.803,9.696,64.007,36.223,41.922,39.348,31.383,0.515,55
1840,20,47.353,2.196,2489.6,7.349,10.16,155.44,129.6,2.359,10.084,9.848,9.734,52.139,36.234,41.91,39.355,31.398,0.527,56
1840,21,46.892,2.163,2493.4,7.473,10.169,155.45,129.73,2.141,10.079,9.852,9.75,52.139,36.234,41.902,39.375,31.395,0.53,57
1840,22,46.73,2.151,2491.6,7.649,10.189,155.31,129.47,2.32,10.062,9.814,9.706,64.929,36.234,41.902,39.348,31.477,0.532,58
1840,23,46.813,2.159,2489.8,7.581,10.172,155.49,129.63,2.227,10.045,9.819,9.715,64.929,36.312,41.91,39.344,31.488,0.527,59
1840,24,46.656,2.155,2493.6,7.386,10.159,155.48,129.65,2.266,10.09,9.854,9.738,64.831,36.227,41.902,39.348,31.465,0.538,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1004,1,27.577,1.749,2794,0,9.648,190.23,0.219,0,0,9.023,8.939,66.441,45.98,50.77,48.016,41.324,0.612,7
1004,2,27.503,1.742,2891.2,0.003,9.631,190.5,0.062,0,0,9.059,8.978,0,45.883,50.766,48.031,41.312,0.632,8
1004,3,27.471,1.741,2894.6,0.001,9.631,190.56,0,0,0,9.071,8.987,0,45.801,50.754,48.023,41.328,0.668,9
1004,4,27.531,1.743,2893.2,0.001,9.644,190.34,0,0,0,9.033,8.951,0,45.723,50.695,48.02,41.328,0.673,10
1004,5,27.563,1.733,2891.2,0.003,9.651,190.52,0,0,0,9.007,8.932,0,45.723,50.656,48.02,41.328,0.671,11
1004,6,27.563,1.74,2890.2,0.003,9.646,190.39,0,0,0,9.015,8.948,0,45.648,50.656,48.031,41.402,0.669,12
1004,7,27.23,1.723,2891.6,0,9.635,190.48,0,0,0,9.068,8.979,0,45.551,50.648,48.031,41.406,0.664,13
1004,8,27.189,1.725,2892.4,0,9.66,190.63,0,0,0,9.049,8.97,0,45.473,50.621,48.023,41.406,0.672,14
1004,9,27.209,1.717,2891.4,0.006,9.646,190.58,0,0.07,0,9.015,8.937,0,45.488,50.562,48.023,41.406,0.675,15
1004,10,27.501,1.726,2547,13.371,9.632,152.43,123.84,3.687,0,9.003,8.923,67.657,45.461,50.504,48.035,41.352,0.693,16
1004,11,27.402,1.735,2262.8,7.634,9.619,143.56,118.18,2.062,0,9.025,8.955,67.657,45.461,50.523,48.031,41.344,0.645,17
1004,12,27.501,1.737,2262.8,7.632,9.629,143.02,117.42,2.062,0,9.057,8.981,66.197,45.391,50.539,48.031,41.352,0.612,18
1004,13,27.465,1.728,2265.6,7.633,9.621,143.52,118.1,2.062,0,9.017,8.941,66.197,45.477,50.52,48.02,41.344,0.611,19
1004,14,27.515,1.731,2264.8,7.628,9.63,142.96,117.31,2.117,0,8.979,8.91,66.093,45.508,50.457,48.031,41.34,0.62,20
1004,15,27.485,1.734,2261.4,7.601,9.626,143.09,117.63,2.156,0,8.995,8.911,66.093,45.527,50.547,48.02,41.34,0.608,21
1004,16,27.501,1.737,2261.8,7.623,9.616,143.59,117.97,2.023,0,9.034,8.965,66.218,45.551,50.566,48.043,41.41,0.598,22
1004,17,27.306,1.736,2259.8,7.62,9.63,143.31,117.76,2.047,0,9.05,8.976,66.218,45.637,50.578,48.02,41.441,0.59,23
1004,18,27.386,1.735,2262.6,7.601,9.652,143.76,118.04,2.078,0,9.028,8.951,66.204,45.633,50.605,48.102,41.422,0.595,24
1825,1,46.683,2.118,2908.8,0.001,10.154,191.15,0.086,0,10.08,9.843,9.725,64.445,36.316,41.902,39.078,31.348,0.551,25
1825,2,46.44,2.119,2965.4,0,10.142,191.03,0,0,10.079,9.846,9.735,0,36.246,41.887,39.172,31.426,0.578,26
1825,3,46.604,2.144,2965.6,0,10.156,191.06,0,0,10.031,9.807,9.689,0,36.25,41.898,39.168,31.437,0.594,27
1825,4,47.251,2.148,2962,0,10.169,190.98,0,0,10.072,9.837,9.716,0,36.234,41.926,39.18,31.332,0.594,28
1825,5,47.015,2.151,2965.8,0,10.16,191.2,0,0,10.089,9.871,9.756,0,36.172,41.898,39.187,31.344,0.579,29
1825,6,47.312,2.149,2963.8,0.003,10.169,191.04,0,0,10.055,9.83,9.714,0,36.187,41.91,39.199,31.344,0.581,30
1825,7,47.239,2.15,2967.6,0.003,10.172,191.17,0,0,10.041,9.818,9.7,0,36.09,41.855,39.187,31.344,0.578,31
1825,8,47.237,2.145,2963.8,0.003,10.149,191.04,0,0,10.064,9.84,9.726,0,36.078,41.82,39.172,31.348,0.582,32
1825,9,47.239,2.135,2965.6,0.003,10.143,191.11,0,0,10.051,9.816,9.697,0,36.008,41.816,39.172,31.355,0.589,33
1825,10,47.121,2.134,2753,14.321,10.147,156.94,127.38,4.18,9.999,9.778,9.674,54.199,36,41.789,39.172,31.371,0.592,34
1825,11,47.003,2.141,2376,7.869,10.13,146.52,120.35,2.328,10.061,9.816,9.702,54.199,36.012,41.812,39.172,31.383,0.588,35
1825,12,47.028,2.133,2361.8,7.813,10.123,145.98,120.06,2.375,10.042,9.823,9.705,65.038,36.027,41.82,39.172,31.383,0.554,36
1825,13,47.074,2.135,2361.8,7.448,10.148,145.98,120.17,2.219,10.031,9.792,9.675,65.038,36.102,41.816,39.172,31.371,0.531,37
1825,14,47.011,2.13,2359.8,7.691,10.145,145.92,120,2.281,10.02,9.801,9.694,64.508,36.086,41.816,39.18,31.383,0.527,38
1825,15,46.981,2.133,2359.8,7.441,10.134,145.91,120.1,2.273,10.087,9.849,9.736,64.508,36.184,41.801,39.184,31.375,0.523,39
1825,16,47.049,2.128,2358,7.606,10.165,145.89,119.96,2.242,10.04,9.828,9.717,64.49,36.172,41.812,39.172,31.383,0.515,40
1825,17,47.002,2.132,2359.6,7.437,10.163,145.86,120.06,2.297,10.041,9.804,9.679,64.49,36.18,41.82,39.184,31.387,0.512,41
1825,18,47.276,2.156,2359.8,7.556,10.143,145.88,119.84,2.297,10.051,9.832,9.733,64.233,36.246,41.812,39.262,31.375,0.503,42
1825,19,47.287,2.152,2357.8,7.392,10.15,145.94,119.92,2.305,10.086,9.847,9.73,64.233,36.172,41.82,39.25,31.383,0.501,43
1825,20,47.23,2.155,2491.4,7.567,10.182,155.63,129.71,2.305,10.038,9.809,9.702,52.517,36.254,41.734,39.262,31.375,0.509,44
1825,21,47.605,2.186,2489.6,7.566,10.149,155.4,129.66,2.242,10.059,9.837,9.715,52.517,36.246,41.738,39.262,31.371,0.516,45
1825,22,47.546,2.182,2491.4,7.433,10.161,155.28,129.5,2.172,10.095,9.863,9.74,64.867,36.25,41.832,39.344,31.387,0.54,46
1825,23,47.334,2.159,2489.6,7.456,10.165,155.44,129.73,2.25,10.045,9.814,9.699,64.867,36.266,41.828,39.254,31.383,0.539,47
1825,24,47.25,2.157,2493.4,7.548,10.182,155.41,129.63,2.242,10.059,9.811,9.693,65.086,36.246,41.828,39.254,31.375,0.532,48
1825,25,47.325,2.163,2491.6,7.621,10.156,155.19,129.45,2.273,10.077,9.849,9.736,65.086,36.246,41.832,39.254,31.367,0.533,49
1825,26,47.381,2.166,2491.6,7.368,10.159,155.36,129.49,2.305,10.077,9.838,9.721,64.796,36.254,41.832,39.254,31.383,0.529,50
1825,27,47.263,2.158,2493.4,7.439,10.174,155.38,129.81,2.211,10.019,9.802,9.686,64.796,36.246,41.828,39.262,31.383,0.535,51
1825,28,47.325,2.157,2489.8,7.523,10.159,155.2,129.59,2.25,10.076,9.849,9.726,65.138,36.32,41.773,39.266,31.395,0.531,52
1825,29,46.981,2.141,2489.8,7.622,10.171,155.28,129.52,2.297,10.088,9.856,9.747,65.138,36.262,41.875,39.266,31.383,0.527,53
1825,30,47.052,2.142,2631.4,7.339,10.192,165.59,139.71,2.297,10.046,9.816,9.701,53.395,36.234,41.875,39.184,31.371,0.542,54
1825,31,47.099,2.14,2628,7.426,10.162,165.33,139.63,2.195,10.07,9.825,9.705,53.395,36.328,41.883,39.184,31.383,0.546,55
1825,32,46.581,2.141,2627.6,7.517,10.154,165.19,139.6,2.219,10.084,9.867,9.75,65.966,36.332,41.895,39.184,31.398,0.547,56
1825,33,46.62,2.117,2627.8,7.485,10.167,165.27,139.48,2.219,10.062,9.825,9.703,65.966,36.312,41.902,39.195,31.465,0.56,57
1825,34,46.581,2.107,2627.6,7.324,10.166,165.27,139.31,2.227,10.019,9.802,9.691,65.953,36.406,41.895,39.187,31.473,0.561,58
1825,35,46.557,2.117,2631.4,7.308,10.161,165.32,139.52,2.32,10.088,9.85,9.729,65.953,36.406,41.898,39.238,31.473,0.561,59
1825,36,46.651,2.117,2629.6,7.426,10.162,165.35,139.56,2.172,10.057,9.823,9.714,65.905,36.41,41.898,39.18,31.461,0.553,60
1667,1,47.206,2.155,2920,0,10.179,191.6,0.094,0,9.734,9.967,9.846,67.672,35.648,41.316,38.445,30.613,0.558,1
1667,2,47.446,2.146,2953.2,0.003,10.208,191.62,0,0,9.684,9.931,9.812,0,35.68,41.312,38.414,30.605,0.568,2
1667,3,47.156,2.148,2951.2,0,10.182,191.54,0,0,9.705,9.932,9.81,0,35.598,41.328,38.414,30.602,0.576,3
1667,4,47.301,2.175,2952,0.001,10.181,191.46,0,0,9.729,9.974,9.853,0,35.508,41.25,38.426,30.605,0.58,4
1667,5,47.594,2.182,2951.8,0.001,10.224,191.44,0,0,9.729,9.95,9.828,0,35.516,41.262,38.508,30.613,0.581,5
1667,6,47.463,2.165,2952.2,0,10.196,191.46,0,0,9.67,9.918,9.802,0,35.422,41.242,38.496,30.605,0.584,6
1667,7,47.537,2.17,2951.4,0.003,10.182,191.55,0,0,9.727,9.95,9.825,0,35.414,41.211,38.508,30.613,0.585,7
1667,8,47.594,2.171,2951.8,0,10.186,191.44,0,0,9.701,9.955,9.84,0,35.328,41.18,38.5,30.621,0.589,8
1667,9,47.202,2.149,2952,0.001,10.182,191.48,0,0,9.678,9.91,9.772,0,35.32,41.148,38.512,30.621,0.586,9
1667,10,47.136,2.129,2531.4,11.736,10.181,152.84,124.69,3.531,10.132,9.908,9.794,68.925,35.242,41.129,38.418,30.633,0.593,10
1667,11,47.169,2.135,2366.8,8.138,10.18,147.06,121.02,2.391,10.171,9.931,9.823,68.925,35.254,41.137,38.445,30.652,0.578,11
1667,12,47.147,2.142,2358.6,8.064,10.169,146.81,120.65,2.414,10.146,9.912,9.801,68.201,35.25,41.129,38.445,30.629,0.556,12
1667,13,47.131,2.129,2357.2,7.863,10.174,146.66,120.49,2.328,10.097,9.88,9.769,68.201,35.25,41.141,38.512,30.641,0.554,13
1667,14,47.408,2.159,2355.4,7.833,10.167,146.69,120.81,2.32,10.154,9.923,9.809,67.616,35.332,41.137,38.508,30.633,0.542,14
1667,15,47.359,2.153,2354,7.934,10.176,146.76,120.51,2.375,10.163,9.941,9.822,67.616,35.332,41.148,38.52,30.645,0.546,15
1667,16,47.655,2.184,2355.6,7.993,10.192,146.53,120.57,2.445,10.148,9.914,9.792,67.633,35.414,41.156,38.531,30.629,0.541,16
1667,17,47.138,2.169,2352.2,7.817,10.169,146.66,120.72,2.273,10.149,9.92,9.802,67.633,35.414,41.148,38.559,30.641,0.526,17
1667,18,47.382,2.183,2355.2,7.953,10.187,146.69,120.52,2.352,10.169,9.957,9.839,67.525,35.402,41.148,38.613,30.641,0.514,18
1307,1,27.43,1.766,2817.4,0.001,9.713,190.94,0,0,0,9.179,9.103,69.202,44.457,49.473,46.578,39.82,0.595,19
1307,2,27.406,1.769,2885.6,0,9.719,190.93,0,0,0,9.158,9.071,0,44.367,49.473,46.559,39.832,0.617,20
1307,3,27.461,1.758,2887.6,0.001,9.727,190.8,0,0,0,9.118,9.028,0,44.25,49.426,46.566,39.809,0.649,21
1307,4,27.429,1.76,2885.8,0.003,9.706,191,0,0,0,9.132,9.053,0,44.207,49.383,46.574,39.82,0.661,22
1307,5,27.477,1.771,2881.8,0.005,9.721,190.82,0,0,0,9.169,9.083,0,44.191,49.367,46.566,39.805,0.666,23
1307,6,27.461,1.772,2880,0.005,9.731,190.74,0,0,0,9.168,9.089,0,44.117,49.297,46.559,39.82,0.666,24
1307,7,27.484,1.765,2883.6,0,9.738,190.84,0,0,0,9.128,9.032,0,44.031,49.297,46.566,39.809,0.665,25
1307,8,27.484,1.767,2884,0,9.724,190.81,0,0,0,9.114,9.03,0,44.035,49.285,46.566,39.82,0.677,26
1307,9,27.508,1.766,2883.8,0.001,9.701,190.82,0,0,0,9.149,9.052,0,44.035,49.285,46.562,39.809,0.673,27
1307,10,27.326,1.757,2736,14.641,9.682,155.27,125.94,4.125,0,9.163,9.076,54.031,43.953,49.207,46.562,39.836,0.688,28
1307,11,27.397,1.758,2278,8.269,9.711,144.91,118.92,2.187,0,9.13,9.042,54.031,43.969,49.191,46.566,39.832,0.66,29
1307,12,27.4,1.762,2265.6,7.913,9.704,144.47,118.64,2.281,0,9.104,9.028,69.764,43.953,49.203,46.559,39.836,0.619,30
1307,13,27.318,1.757,2266,8.085,9.694,144.27,118.43,2.195,0,9.116,9.031,69.764,43.871,49.215,46.566,39.836,0.616,31
1307,14,27.591,1.782,2261.8,7.928,9.691,144.17,118.59,2.102,0,9.141,9.054,69.075,43.953,49.219,46.66,39.836,0.614,32
1307,15,27.58,1.78,2259.8,7.959,9.699,144.17,118.45,2.047,0,9.139,9.058,69.075,44.039,49.223,46.648,39.836,0.597,33
1307,16,27.729,1.792,2261.4,7.865,9.733,144.12,118.54,2.055,0,9.118,9.023,69.054,44.062,49.246,46.656,39.844,0.583,34
1307,17,27.723,1.792,2257.8,7.781,9.739,143.94,118.19,2.172,0,9.132,9.04,69.054,44.059,49.262,46.668,39.844,0.574,35
1307,18,27.676,1.79,2261.4,8.016,9.719,144.17,118.41,2.109,0,9.175,9.085,69.167,44.113,49.273,46.672,39.836,0.568,36
1307,19,27.888,1.809,2261.4,7.862,9.7,144.08,118.51,2.062,0,9.177,9.098,69.167,44.195,49.273,46.75,39.855,0.566,37
1307,20,27.854,1.803,2393.4,8.009,9.721,154.13,128.67,2.117,0,9.151,9.053,56.304,44.195,49.277,46.75,39.844,0.573,38
1307,21,27.901,1.807,2391.6,7.907,9.71,154.02,128.49,2.133,0,9.115,9.031,56.304,44.195,49.285,46.727,39.844,0.593,39
1307,22,27.836,1.807,2393.4,7.732,9.717,154.05,128.51,2.187,0,9.148,9.065,69.925,44.184,49.277,46.727,39.836,0.607,40
1307,23,27.865,1.805,2397.8,7.812,9.71,154.08,128.62,2.102,0,9.163,9.075,69.925,44.207,49.285,46.75,39.836,0.623,41
1307,24,27.775,1.79,2396,7.766,9.706,154,128.46,2.172,0,9.139,9.046,69.673,44.285,49.277,46.687,39.836,0.631,42
1307,25,27.826,1.796,2395.6,7.942,9.724,154,128.41,2.086,0,9.101,9.026,69.673,44.273,49.277,46.699,39.844,0.627,43
1307,26,27.71,1.788,2391.8,7.716,9.72,154.02,128.44,2.297,0,9.13,9.045,69.857,44.363,49.27,46.676,39.848,0.616,44
1307,27,27.756,1.799,2398.8,7.821,9.714,154,128.49,1.898,0,9.174,9.083,69.857,44.363,49.27,46.676,39.848,0.607,45
1307,28,27.722,1.801,2393.8,7.889,9.733,154.05,128.45,2.008,0,9.181,9.095,70.118,44.363,49.285,46.687,39.848,0.598,46
1307,29,27.729,1.791,2397.8,7.785,9.748,153.97,128.64,2.047,0,9.144,9.061,70.118,44.312,49.285,46.672,39.855,0.59,47
1307,30,27.687,1.79,2534.4,7.812,9.724,164.3,138.88,2.047,0,9.13,9.051,58.524,44.352,49.285,46.699,39.844,0.6,48
458,1,19.335,1.479,2686.4,0.001,9.033,189.9,0,0,0,8.505,8.448,68.868,56.184,60.684,57.531,51.465,0.596,49
458,2,19.27,1.478,2835.4,0,9.029,190.06,0,0,0,8.512,8.466,0,56.105,60.664,57.527,51.453,0.684,50
458,3,19.486,1.492,2830,0.001,9.064,190.16,0,0.031,0,8.487,8.437,0,56.004,60.594,57.531,51.469,0.691,51
458,4,19.328,1.48,2831.4,0.006,9.079,190.15,0,0,0,8.465,8.411,0,56,60.582,57.531,51.465,0.706,52
458,5,19.315,1.485,2830,0,9.079,189.77,0,0,0,8.455,8.406,0,55.941,60.586,57.535,51.465,0.882,53
458,6,19.04,1.464,2834.4,0.005,9.032,190.11,0,0.086,0,8.457,8.415,0,55.844,60.504,57.527,51.535,0.912,54
458,7,19.22,1.487,2834.4,0.003,9.082,190.11,0,0.094,0,8.481,8.436,0,55.777,60.461,57.617,51.547,0.873,55
458,8,19.203,1.487,2833.4,0.003,9.031,190.06,0,0.117,0,8.499,8.451,0,55.75,60.41,57.613,51.543,0.981,56
458,9,19.311,1.476,2830,0.004,9.054,190.25,0,0.094,0,8.505,8.464,0,55.695,60.344,57.531,51.457,0.919,57
458,10,19.204,1.466,2440,12.269,9.069,148.34,120.34,3.281,0,8.482,8.439,73.543,55.613,60.328,57.531,51.484,0.814,58
458,11,19.246,1.469,2202,8.013,9.06,141.58,116.13,2.187,0,8.458,8.403,73.543,55.543,60.324,57.527,51.48,0.729,59
458,12,19.251,1.472,2195.4,7.789,9.056,141.4,115.94,2.117,0,8.453,8.389,69.577,55.523,60.328,57.527,51.484,0.686,60
1665,1,47.227,2.147,2925.2,0.005,10.178,191.62,0.211,0,9.659,9.946,9.823,67.96,35.668,41.273,38.437,30.602,0.548,1
1665,2,47.119,2.143,2951.4,0,10.161,191.51,0,0,9.673,9.942,9.821,0,35.57,41.234,38.445,30.594,0.553,2
1665,3,47.24,2.149,2951.2,0.001,10.189,191.55,0,0,9.626,9.905,9.781,0,35.508,41.246,38.414,30.602,0.563,3
1665,4,47.324,2.142,2949.6,0,10.171,191.51,0,0,9.648,9.927,9.812,0,35.488,41.242,38.437,30.617,0.566,4
1665,5,47.408,2.15,2948,0,10.165,191.38,0,0,9.697,9.964,9.839,0,35.453,41.223,38.418,30.617,0.56,5
1665,6,47.433,2.147,2948,0,10.181,191.59,0,0,9.652,9.918,9.806,0,35.422,41.156,38.43,30.617,0.566,6
1665,7,47.313,2.146,2948,0,10.17,191.44,0,0,9.637,9.915,9.8,0,35.332,41.168,38.457,30.605,0.559,7
1665,8,47.351,2.148,2947.8,0,10.158,191.52,0,0,9.673,9.942,9.824,0,35.254,41.156,38.441,30.617,0.558,8
1665,9,47.148,2.136,2949.6,0,10.165,191.48,0,0,9.627,9.901,9.781,0,35.234,41.141,38.418,30.613,0.574,9
1665,10,47.242,2.138,2531.8,11.828,10.16,153.06,124.75,3.383,10.095,9.877,9.759,62.02,35.242,41.082,38.445,30.641,0.613,10
