sensor,instancia,valor,sensor_ciclo,cooler,valve,leakage,accumulator,stable,classificacao,row_number,__index_level_0__,ciclo_ajustado,valor_acumulado,saúde,valor_normalizado,falha_cooler,falha_valve,falha_leakage,falha_accumulator
se,1004,67.016,se_48,20,90,1,130,0,20-90-1-130-0,43898087,43898087,48.0,2662.451000000001,75.0,0.6661630218687874,1,1,1,0
se,1004,67.016,se_49,20,90,1,130,0,20-90-1-130-0,43898088,43898088,49.0,2729.467000000001,75.0,0.6661630218687874,1,1,1,0
se,1004,70.1,se_50,20,90,1,130,0,20-90-1-130-0,43898089,43898089,50.0,2799.567000000001,75.0,0.6968190854870775,1,1,1,0
se,1004,70.1,se_51,20,90,1,130,0,20-90-1-130-0,43898090,43898090,51.0,2869.667000000001,75.0,0.6968190854870775,1,1,1,0
se,1004,67.389,se_52,20,90,1,130,0,20-90-1-130-0,43898091,43898091,52.0,2937.056000000001,75.0,0.6698707753479125,1,1,1,0
se,1004,67.389,se_53,20,90,1,130,0,20-90-1-130-0,43898092,43898092,53.0,3004.445000000001,75.0,0.6698707753479125,1,1,1,0
se,1004,66.546,se_54,20,90,1,130,0,20-90-1-130-0,43898093,43898093,54.0,3070.991000000001,75.0,0.6614910536779325,1,1,1,0
se,1004,66.546,se_55,20,90,1,130,0,20-90-1-130-0,43898094,43898094,55.0,3137.5370000000007,75.0,0.6614910536779325,1,1,1,0
se,1004,66.449,se_56,20,90,1,130,0,20-90-1-130-0,43898095,43898095,56.0,3203.986000000001,75.0,0.6605268389662028,1,1,1,0
se,1004,66.449,se_57,20,90,1,130,0,20-90-1-130-0,43898096,43898096,57.0,3270.435000000001,75.0,0.6605268389662028,1,1,1,0
se,1004,66.444,se_58,20,90,1,130,0,20-90-1-130-0,43898097,43898097,58.0,3336.879000000001,75.0,0.6604771371769385,1,1,1,0
se,1004,66.444,se_59,20,90,1,130,0,20-90-1-130-0,43898098,43898098,59.0,3403.323000000001,75.0,0.6604771371769385,1,1,1,0
se,1004,66.492,se_60,20,90,1,130,0,20-90-1-130-0,43898099,43898099,60.0,3469.815000000001,75.0,0.6609542743538768,1,1,1,0
eps1,67,2730.8,eps1_100,3,100,0,130,1,3-100-0-130-1,2926779,2926779,1.0,2730.8,60.0,0.7080996185775188,1,0,0,0
eps1,67,2843.6,eps1_200,3,100,0,130,1,3-100-0-130-1,2926879,2926879,2.0,5574.4,60.0,0.8346421359658962,1,0,0,0
eps1,67,2844.0,eps1_300,3,100,0,130,1,3-100-0-130-1,2926979,2926979,3.0,8418.4,60.0,0.8350908682970608,1,0,0,0
eps1,67,2842.0,eps1_400,3,100,0,130,1,3-100-0-130-1,2927079,2927079,4.0,11260.4,60.0,0.8328472066412386,1,0,0,0
eps1,67,2841.8,eps1_500,3,100,0,130,1,3-100-0-130-1,2927179,2927179,5.0,14102.2,60.0,0.8326228404756565,1,0,0,0
eps1,67,2841.8,eps1_600,3,100,0,130,1,3-100-0-130-1,2927279,2927279,6.0,16944.0,60.0,0.8326228404756565,1,0,0,0
eps1,67,2840.0,eps1_700,3,100,0,130,1,3-100-0-130-1,2927379,2927379,7.0,19784.0,60.0,0.8306035449854162,1,0,0,0
eps1,67,2841.8,eps1_800,3,100,0,130,1,3-100-0-130-1,2927479,2927479,8.0,22625.8,60.0,0.8326228404756565,1,0,0,0
eps1,67,2838.0,eps1_900,3,100,0,130,1,3-100-0-130-1,2927579,2927579,9.0,25463.8,60.0,0.8283598833295939,1,0,0,0
eps1,67,2440.8,eps1_1000,3,100,0,130,1,3-100-0-130-1,2927679,2927679,10.0,27904.6,60.0,0.382768678483285,1,0,0,0
eps1,67,2211.8,eps1_1100,3,100,0,130,1,3-100-0-130-1,2927779,2927779,11.0,30116.399999999998,60.0,0.12586941889163145,1,0,0,0
eps1,67,2211.8,eps1_1200,3,100,0,130,1,3-100-0-130-1,2927879,2927879,12.0,32328.199999999997,60.0,0.12586941889163145,1,0,0,0
eps1,67,2211.6,eps1_1300,3,100,0,130,1,3-100-0-130-1,2927979,2927979,13.0,34539.799999999996,60.0,0.1256450527260489,1,0,0,0
eps1,67,2209.8,eps1_1400,3,100,0,130,1,3-100-0-130-1,2928079,2928079,14.0,36749.6,60.0,0.12362575723580914,1,0,0,0
eps1,67,2206.0,eps1_1500,3,100,0,130,1,3-100-0-130-1,2928179,2928179,15.0,38955.6,60.0,0.11936280008974656,1,0,0,0
eps1,67,2209.8,eps1_1600,3,100,0,130,1,3-100-0-130-1,2928279,2928279,16.0,41165.4,60.0,0.12362575723580914,1,0,0,0
eps1,67,2209.8,eps1_1700,3,100,0,130,1,3-100-0-130-1,2928379,2928379,17.0,43375.200000000004,60.0,0.12362575723580914,1,0,0,0
eps1,67,2207.8,eps1_1800,3,100,0,130,1,3-100-0-130-1,2928479,2928479,18.0,45583.00000000001,60.0,0.12138209557998683,1,0,0,0
eps1,67,2209.6,eps1_1900,3,100,0,130,1,3-100-0-130-1,2928579,2928579,19.0,47792.600000000006,60.0,0.1234013910702266,1,0,0,0
eps1,67,2349.8,eps1_2000,3,100,0,130,1,3-100-0-130-1,2928679,2928679,20.0,50142.40000000001,60.0,0.28068207314337024,1,0,0,0
eps1,67,2347.8,eps1_2100,3,100,0,130,1,3-100-0-130-1,2928779,2928779,21.0,52490.20000000001,60.0,0.27843841148754794,1,0,0,0
eps1,67,2345.8,eps1_2200,3,100,0,130,1,3-100-0-130-1,2928879,2928879,22.0,54836.000000000015,60.0,0.27619474983172565,1,0,0,0
eps1,67,2345.6,eps1_2300,3,100,0,130,1,3-100-0-130-1,2928979,2928979,23.0,57181.60000000001,60.0,0.2759703836661431,1,0,0,0
eps1,67,2346.0,eps1_2400,3,100,0,130,1,3-100-0-130-1,2929079,2929079,24.0,59527.60000000001,60.0,0.2764191159973077,1,0,0,0
eps1,67,2346.0,eps1_2500,3,100,0,130,1,3-100-0-130-1,2929179,2929179,25.0,61873.60000000001,60.0,0.2764191159973077,1,0,0,0
eps1,67,2347.6,eps1_2600,3,100,0,130,1,3-100-0-130-1,2929279,2929279,26.0,64221.20000000001,60.0,0.2782140453219654,1,0,0,0
eps1,67,2345.8,eps1_2700,3,100,0,130,1,3-100-0-130-1,2929379,2929379,27.0,66567.00000000001,60.0,0.27619474983172565,1,0,0,0
eps1,67,2345.8,eps1_2800,3,100,0,130,1,3-100-0-130-1,2929479,2929479,28.0,68912.80000000002,60.0,0.27619474983172565,1,0,0,0
eps1,67,2349.2,eps1_2900,3,100,0,130,1,3-100-0-130-1,2929579,2929579,29.0,71262.00000000001,60.0,0.28000897464662317,1,0,0,0
eps1,67,2473.4,eps1_3000,3,100,0,130,1,3-100-0-130-1,2929679,2929679,30.0,73735.40000000001,60.0,0.4193403634731884,1,0,0,0
eps1,67,2479.8,eps1_3100,3,100,0,130,1,3-100-0-130-1,2929779,2929779,31.0,76215.20000000001,60.0,0.42652008077181985,1,0,0,0
eps1,67,2478.0,eps1_3200,3,100,0,130,1,3-100-0-130-1,2929879,2929879,32.0,78693.20000000001,60.0,0.4245007852815796,1,0,0,0
eps1,67,2478.0,eps1_3300,3,100,0,130,1,3-100-0-130-1,2929979,2929979,33.0,81171.20000000001,60.0,0.4245007852815796,1,0,0,0
eps1,67,2478.0,eps1_3400,3,100,0,130,1,3-100-0-130-1,2930079,2930079,34.0,83649.20000000001,60.0,0.4245007852815796,1,0,0,0
eps1,67,2485.2,eps1_3500,3,100,0,130,1,3-100-0-130-1,2930179,2930179,35.0,86134.40000000001,60.0,0.43257796724253966,1,0,0,0
eps1,67,2476.0,eps1_3600,3,100,0,130,1,3-100-0-130-1,2930279,2930279,36.0,88610.40000000001,60.0,0.4222571236257573,1,0,0,0
eps1,67,2481.2,eps1_3700,3,100,0,130,1,3-100-0-130-1,2930379,2930379,37.0,91091.6,60.0,0.4280906439308951,1,0,0,0
eps1,67,2478.0,eps1_3800,3,100,0,130,1,3-100-0-130-1,2930479,2930479,38.0,93569.6,60.0,0.4245007852815796,1,0,0,0
eps1,67,2478.0,eps1_3900,3,100,0,130,1,3-100-0-130-1,2930579,2930579,39.0,96047.6,60.0,0.4245007852815796,1,0,0,0
eps1,67,2350.6,eps1_4000,3,100,0,130,1,3-100-0-130-1,2930679,2930679,40.0,98398.20000000001,60.0,0.2815795378056989,1,0,0,0
eps1,67,2345.6,eps1_4100,3,100,0,130,1,3-100-0-130-1,2930779,2930779,41.0,100743.80000000002,60.0,0.2759703836661431,1,0,0,0
eps1,67,2345.8,eps1_4200,3,100,0,130,1,3-100-0-130-1,2930879,2930879,42.0,103089.60000000002,60.0,0.27619474983172565,1,0,0,0
eps1,67,2342.0,eps1_4300,3,100,0,130,1,3-100-0-130-1,2930979,2930979,43.0,105431.60000000002,60.0,0.2719317926856631,1,0,0,0
eps1,67,2345.8,eps1_4400,3,100,0,130,1,3-100-0-130-1,2931079,2931079,44.0,107777.40000000002,60.0,0.27619474983172565,1,0,0,0
eps1,67,2343.8,eps1_4500,3,100,0,130,1,3-100-0-130-1,2931179,2931179,45.0,110121.20000000003,60.0,0.27395108817590336,1,0,0,0
eps1,67,2345.6,eps1_4600,3,100,0,130,1,3-100-0-130-1,2931279,2931279,46.0,112466.80000000003,60.0,0.2759703836661431,1,0,0,0
eps1,67,2343.6,eps1_4700,3,100,0,130,1,3-100-0-130-1,2931379,2931379,47.0,114810.40000000004,60.0,0.27372672201032083,1,0,0,0
eps1,67,2341.8,eps1_4800,3,100,0,130,1,3-100-0-130-1,2931479,2931479,48.0,117152.20000000004,60.0,0.27170742652008106,1,0,0,0
eps1,67,2343.6,eps1_4900,3,100,0,130,1,3-100-0-130-1,2931579,2931579,49.0,119495.80000000005,60.0,0.27372672201032083,1,0,0,0
eps1,67,2275.8,eps1_5000,3,100,0,130,1,3-100-0-130-1,2931679,2931679,50.0,121771.60000000005,60.0,0.19766659187794508,1,0,0,0
eps1,67,2275.8,eps1_5100,3,100,0,130,1,3-100-0-130-1,2931779,2931779,51.0,124047.40000000005,60.0,0.19766659187794508,1,0,0,0
eps1,67,2277.8,eps1_5200,3,100,0,130,1,3-100-0-130-1,2931879,2931879,52.0,126325.20000000006,60.0,0.1999102535337674,1,0,0,0
eps1,67,2277.8,eps1_5300,3,100,0,130,1,3-100-0-130-1,2931979,2931979,53.0,128603.00000000006,60.0,0.1999102535337674,1,0,0,0
eps1,67,2277.8,eps1_5400,3,100,0,130,1,3-100-0-130-1,2932079,2932079,54.0,130880.80000000006,60.0,0.1999102535337674,1,0,0,0
eps1,67,2281.4,eps1_5500,3,100,0,130,1,3-100-0-130-1,2932179,2932179,55.0,133162.20000000007,60.0,0.20394884451424744,1,0,0,0
eps1,67,2281.6,eps1_5600,3,100,0,130,1,3-100-0-130-1,2932279,2932279,56.0,135443.80000000008,60.0,0.20417321067982946,1,0,0,0
eps1,67,2279.8,eps1_5700,3,100,0,130,1,3-100-0-130-1,2932379,2932379,57.0,137723.60000000006,60.0,0.2021539151895897,1,0,0,0
eps1,67,2277.8,eps1_5800,3,100,0,130,1,3-100-0-130-1,2932479,2932479,58.0,140001.40000000005,60.0,0.1999102535337674,1,0,0,0
eps1,67,2277.8,eps1_5900,3,100,0,130,1,3-100-0-130-1,2932579,2932579,59.0,142279.20000000004,60.0,0.1999102535337674,1,0,0,0
eps1,67,2279.6,eps1_6000,3,100,0,130,1,3-100-0-130-1,2932679,2932679,60.0,144558.80000000005,60.0,0.20192954902400717,1,0,0,0
eps1,458,2686.4,eps1_100,3,100,0,115,0,3-100-0-115-0,20005659,20005659,1.0,2686.4,75.0,0.6582903298182635,1,0,0,1
eps1,458,2835.4,eps1_200,3,100,0,115,0,3-100-0-115-0,20005759,20005759,2.0,5521.8,75.0,0.8254431231770251,1,0,0,1
eps1,458,2830.0,eps1_300,3,100,0,115,0,3-100-0-115-0,20005859,20005859,3.0,8351.8,75.0,0.8193852367063047,1,0,0,1
eps1,458,2831.4,eps1_400,3,100,0,115,0,3-100-0-115-0,20005959,20005959,4.0,11183.199999999999,75.0,0.8209557998653805,1,0,0,1
eps1,458,2830.0,eps1_500,3,100,0,115,0,3-100-0-115-0,20006059,20006059,5.0,14013.199999999999,75.0,0.8193852367063047,1,0,0,1
eps1,458,2834.4,eps1_600,3,100,0,115,0,3-100-0-115-0,20006159,20006159,6.0,16847.6,75.0,0.8243212923491139,1,0,0,1
eps1,458,2834.4,eps1_700,3,100,0,115,0,3-100-0-115-0,20006259,20006259,7.0,19682.0,75.0,0.8243212923491139,1,0,0,1
eps1,458,2833.4,eps1_800,3,100,0,115,0,3-100-0-115-0,20006359,20006359,8.0,22515.4,75.0,0.8231994615212027,1,0,0,1
eps1,458,2830.0,eps1_900,3,100,0,115,0,3-100-0-115-0,20006459,20006459,9.0,25345.4,75.0,0.8193852367063047,1,0,0,1
eps1,458,2440.0,eps1_1000,3,100,0,115,0,3-100-0-115-0,20006559,20006559,10.0,27785.4,75.0,0.38187121382095585,1,0,0,1
eps1,458,2202.0,eps1_1100,3,100,0,115,0,3-100-0-115-0,20006659,20006659,11.0,29987.4,75.0,0.11487547677810195,1,0,0,1
eps1,458,2195.4,eps1_1200,3,100,0,115,0,3-100-0-115-0,20006759,20006759,12.0,32182.800000000003,75.0,0.10747139331388846,1,0,0,1
eps1,458,2192.8,eps1_1300,3,100,0,115,0,3-100-0-115-0,20006859,20006859,13.0,34375.600000000006,75.0,0.10455463316131956,1,0,0,1
eps1,458,2193.6,eps1_1400,3,100,0,115,0,3-100-0-115-0,20006959,20006959,14.0,36569.200000000004,75.0,0.10545209782364819,1,0,0,1
eps1,458,2191.8,eps1_1500,3,100,0,115,0,3-100-0-115-0,20007059,20007059,15.0,38761.00000000001,75.0,0.10343280233340842,1,0,0,1
eps1,458,2191.4,eps1_1600,3,100,0,115,0,3-100-0-115-0,20007159,20007159,16.0,40952.40000000001,75.0,0.10298407000224385,1,0,0,1
eps1,458,2189.6,eps1_1700,3,100,0,115,0,3-100-0-115-0,20007259,20007259,17.0,43142.00000000001,75.0,0.10096477451200359,1,0,0,1
eps1,458,2192.0,eps1_1800,3,100,0,115,0,3-100-0-115-0,20007359,20007359,18.0,45334.00000000001,75.0,0.10365716849899044,1,0,0,1
eps1,458,2191.0,eps1_1900,3,100,0,115,0,3-100-0-115-0,20007459,20007459,19.0,47525.00000000001,75.0,0.1025353376710793,1,0,0,1
eps1,458,2321.4,eps1_2000,3,100,0,115,0,3-100-0-115-0,20007559,20007559,20.0,49846.40000000001,75.0,0.24882207763069347,1,0,0,1
eps1,458,2321.6,eps1_2100,3,100,0,115,0,3-100-0-115-0,20007659,20007659,21.0,52168.00000000001,75.0,0.2490464437962755,1,0,0,1
eps1,458,2322.8,eps1_2200,3,100,0,115,0,3-100-0-115-0,20007759,20007759,22.0,54490.80000000001,75.0,0.2503926407897692,1,0,0,1
eps1,458,2323.0,eps1_2300,3,100,0,115,0,3-100-0-115-0,20007859,20007859,23.0,56813.80000000001,75.0,0.2506170069553512,1,0,0,1
eps1,458,2323.2,eps1_2400,3,100,0,115,0,3-100-0-115-0,20007959,20007959,24.0,59137.00000000001,75.0,0.25084137312093324,1,0,0,1
eps1,458,2321.8,eps1_2500,3,100,0,115,0,3-100-0-115-0,20008059,20008059,25.0,61458.80000000001,75.0,0.24927080996185802,1,0,0,1
eps1,458,2325.8,eps1_2600,3,100,0,115,0,3-100-0-115-0,20008159,20008159,26.0,63784.60000000001,75.0,0.25375813327350266,1,0,0,1
eps1,458,2324.8,eps1_2700,3,100,0,115,0,3-100-0-115-0,20008259,20008259,27.0,66109.40000000001,75.0,0.2526363024455915,1,0,0,1
eps1,458,2323.4,eps1_2800,3,100,0,115,0,3-100-0-115-0,20008359,20008359,28.0,68432.8,75.0,0.25106573928651577,1,0,0,1
eps1,458,2323.8,eps1_2900,3,100,0,115,0,3-100-0-115-0,20008459,20008459,29.0,70756.6,75.0,0.2515144716176803,1,0,0,1
eps1,458,2450.2,eps1_3000,3,100,0,115,0,3-100-0-115-0,20008559,20008559,30.0,73206.8,75.0,0.3933138882656494,1,0,0,1
eps1,458,2455.8,eps1_3100,3,100,0,115,0,3-100-0-115-0,20008659,20008659,31.0,75662.6,75.0,0.3995961409019522,1,0,0,1
eps1,458,2454.0,eps1_3200,3,100,0,115,0,3-100-0-115-0,20008759,20008759,32.0,78116.6,75.0,0.39757684541171195,1,0,0,1
eps1,458,2455.4,eps1_3300,3,100,0,115,0,3-100-0-115-0,20008859,20008859,33.0,80572.0,75.0,0.3991474085707877,1,0,0,1
eps1,458,2452.8,eps1_3400,3,100,0,115,0,3-100-0-115-0,20008959,20008959,34.0,83024.8,75.0,0.3962306484182188,1,0,0,1
eps1,458,2455.0,eps1_3500,3,100,0,115,0,3-100-0-115-0,20009059,20009059,35.0,85479.8,75.0,0.39869867623962313,1,0,0,1
eps1,458,2454.6,eps1_3600,3,100,0,115,0,3-100-0-115-0,20009159,20009159,36.0,87934.40000000001,75.0,0.3982499439084586,1,0,0,1
eps1,458,2453.8,eps1_3700,3,100,0,115,0,3-100-0-115-0,20009259,20009259,37.0,90388.20000000001,75.0,0.39735247924612993,1,0,0,1
eps1,458,2453.8,eps1_3800,3,100,0,115,0,3-100-0-115-0,20009359,20009359,38.0,92842.00000000001,75.0,0.39735247924612993,1,0,0,1
eps1,458,2453.6,eps1_3900,3,100,0,115,0,3-100-0-115-0,20009459,20009459,39.0,95295.60000000002,75.0,0.3971281130805474,1,0,0,1
eps1,458,2325.0,eps1_4000,3,100,0,115,0,3-100-0-115-0,20009559,20009559,40.0,97620.60000000002,75.0,0.2528606686111735,1,0,0,1
eps1,458,2320.8,eps1_4100,3,100,0,115,0,3-100-0-115-0,20009659,20009659,41.0,99941.40000000002,75.0,0.24814897913394687,1,0,0,1
eps1,458,2321.4,eps1_4200,3,100,0,115,0,3-100-0-115-0,20009759,20009759,42.0,102262.80000000002,75.0,0.24882207763069347,1,0,0,1
eps1,458,2321.0,eps1_4300,3,100,0,115,0,3-100-0-115-0,20009859,20009859,43.0,104583.80000000002,75.0,0.2483733452995289,1,0,0,1
eps1,458,2320.8,eps1_4400,3,100,0,115,0,3-100-0-115-0,20009959,20009959,44.0,106904.60000000002,75.0,0.24814897913394687,1,0,0,1
eps1,458,2324.2,eps1_4500,3,100,0,115,0,3-100-0-115-0,20010059,20010059,45.0,109228.80000000002,75.0,0.25196320394884436,1,0,0,1
eps1,458,2320.6,eps1_4600,3,100,0,115,0,3-100-0-115-0,20010159,20010159,46.0,111549.40000000002,75.0,0.24792461296836435,1,0,0,1
eps1,458,2319.8,eps1_4700,3,100,0,115,0,3-100-0-115-0,20010259,20010259,47.0,113869.20000000003,75.0,0.24702714830603573,1,0,0,1
eps1,458,2321.0,eps1_4800,3,100,0,115,0,3-100-0-115-0,20010359,20010359,48.0,116190.20000000003,75.0,0.2483733452995289,1,0,0,1
eps1,458,2320.6,eps1_4900,3,100,0,115,0,3-100-0-115-0,20010459,20010459,49.0,118510.80000000003,75.0,0.24792461296836435,1,0,0,1
eps1,458,2258.0,eps1_5000,3,100,0,115,0,3-100-0-115-0,20010559,20010559,50.0,120768.80000000003,75.0,0.1776980031411264,1,0,0,1
eps1,458,2258.0,eps1_5100,3,100,0,115,0,3-100-0-115-0,20010659,20010659,51.0,123026.80000000003,75.0,0.1776980031411264,1,0,0,1
eps1,458,2257.0,eps1_5200,3,100,0,115,0,3-100-0-115-0,20010759,20010759,52.0,125283.80000000003,75.0,0.17657617231321526,1,0,0,1
eps1,458,2260.4,eps1_5300,3,100,0,115,0,3-100-0-115-0,20010859,20010859,53.0,127544.20000000003,75.0,0.18039039712811328,1,0,0,1
eps1,458,2257.4,eps1_5400,3,100,0,115,0,3-100-0-115-0,20010959,20010959,54.0,129801.60000000002,75.0,0.1770249046443798,1,0,0,1
eps1,458,2258.4,eps1_5500,3,100,0,115,0,3-100-0-115-0,20011059,20011059,55.0,132060.00000000003,75.0,0.17814673547229096,1,0,0,1
eps1,458,2261.6,eps1_5600,3,100,0,115,0,3-100-0-115-0,20011159,20011159,56.0,134321.60000000003,75.0,0.18173659412160645,1,0,0,1
eps1,458,2258.0,eps1_5700,3,100,0,115,0,3-100-0-115-0,20011259,20011259,57.0,136579.60000000003,75.0,0.1776980031411264,1,0,0,1
eps1,458,2259.4,eps1_5800,3,100,0,115,0,3-100-0-115-0,20011359,20011359,58.0,138839.00000000003,75.0,0.1792685663002021,1,0,0,1
eps1,458,2257.4,eps1_5900,3,100,0,115,0,3-100-0-115-0,20011459,20011459,59.0,141096.40000000002,75.0,0.1770249046443798,1,0,0,1
eps1,458,2256.6,eps1_6000,3,100,0,115,0,3-100-0-115-0,20011559,20011559,60.0,143353.00000000003,75.0,0.1761274399820507,1,0,0,1
eps1,1665,2925.2,eps1_100,100,100,0,130,1,100-100-0-130-1,72727419,72727419,1.0,2925.2,80.0,0.926183531523446,0,0,0,0
eps1,1665,2951.4,eps1_200,100,100,0,130,1,100-100-0-130-1,72727519,72727519,2.0,5876.6,80.0,0.9555754992147185,0,0,0,0
eps1,1665,2951.2,eps1_300,100,100,0,130,1,100-100-0-130-1,72727619,72727619,3.0,8827.8,80.0,0.955351133049136,0,0,0,0
eps1,1665,2949.6,eps1_400,100,100,0,130,1,100-100-0-130-1,72727719,72727719,4.0,11777.4,80.0,0.9535562037244782,0,0,0,0
eps1,1665,2948.0,eps1_500,100,100,0,130,1,100-100-0-130-1,72727819,72727819,5.0,14725.4,80.0,0.9517612743998205,0,0,0,0
eps1,1665,2948.0,eps1_600,100,100,0,130,1,100-100-0-130-1,72727919,72727919,6.0,17673.4,80.0,0.9517612743998205,0,0,0,0
eps1,1665,2948.0,eps1_700,100,100,0,130,1,100-100-0-130-1,72728019,72728019,7.0,20621.4,80.0,0.9517612743998205,0,0,0,0
eps1,1665,2947.8,eps1_800,100,100,0,130,1,100-100-0-130-1,72728119,72728119,8.0,23569.2,80.0,0.9515369082342385,0,0,0,0
eps1,1665,2949.6,eps1_900,100,100,0,130,1,100-100-0-130-1,72728219,72728219,9.0,26518.8,80.0,0.9535562037244782,0,0,0,0
eps1,1665,2531.8,eps1_1000,100,100,0,130,1,100-100-0-130-1,72728319,72728319,10.0,29050.6,80.0,0.4848552838231997,0,0,0,0
eps1,1665,2360.2,eps1_1100,100,100,0,130,1,100-100-0-130-1,72728419,72728419,11.0,31410.8,80.0,0.2923491137536458,0,0,0,0
eps1,1665,2357.2,eps1_1200,100,100,0,130,1,100-100-0-130-1,72728519,72728519,12.0,33768.0,80.0,0.28898362126991234,0,0,0,0
eps1,1665,2351.8,eps1_1300,100,100,0,130,1,100-100-0-130-1,72728619,72728619,13.0,36119.8,80.0,0.2829257347991926,0,0,0,0
eps1,1665,2351.8,eps1_1400,100,100,0,130,1,100-100-0-130-1,72728719,72728719,14.0,38471.600000000006,80.0,0.2829257347991926,0,0,0,0
eps1,1665,2351.8,eps1_1500,100,100,0,130,1,100-100-0-130-1,72728819,72728819,15.0,40823.40000000001,80.0,0.2829257347991926,0,0,0,0
eps1,1665,2352.0,eps1_1600,100,100,0,130,1,100-100-0-130-1,72728919,72728919,16.0,43175.40000000001,80.0,0.2831501009647746,0,0,0,0
eps1,1665,2352.0,eps1_1700,100,100,0,130,1,100-100-0-130-1,72729019,72729019,17.0,45527.40000000001,80.0,0.2831501009647746,0,0,0,0
eps1,1665,2353.2,eps1_1800,100,100,0,130,1,100-100-0-130-1,72729119,72729119,18.0,47880.600000000006,80.0,0.28449629795826775,0,0,0,0
eps1,1665,2351.6,eps1_1900,100,100,0,130,1,100-100-0-130-1,72729219,72729219,19.0,50232.200000000004,80.0,0.28270136863361,0,0,0,0
eps1,1665,2485.8,eps1_2000,100,100,0,130,1,100-100-0-130-1,72729319,72729319,20.0,52718.00000000001,80.0,0.4332510657392868,0,0,0,0
eps1,1665,2489.4,eps1_2100,100,100,0,130,1,100-100-0-130-1,72729419,72729419,21.0,55207.40000000001,80.0,0.43728965671976683,0,0,0,0
eps1,1665,2488.2,eps1_2200,100,100,0,130,1,100-100-0-130-1,72729519,72729519,22.0,57695.600000000006,80.0,0.43594345972627313,0,0,0,0
eps1,1665,2490.8,eps1_2300,100,100,0,130,1,100-100-0-130-1,72729619,72729619,23.0,60186.40000000001,80.0,0.43886021987884255,0,0,0,0
eps1,1665,2487.6,eps1_2400,100,100,0,130,1,100-100-0-130-1,72729719,72729719,24.0,62674.00000000001,80.0,0.43527036122952656,0,0,0,0
eps1,1665,2489.4,eps1_2500,100,100,0,130,1,100-100-0-130-1,72729819,72729819,25.0,65163.40000000001,80.0,0.43728965671976683,0,0,0,0
eps1,1665,2488.0,eps1_2600,100,100,0,130,1,100-100-0-130-1,72729919,72729919,26.0,67651.40000000001,80.0,0.4357190935606911,0,0,0,0
eps1,1665,2486.2,eps1_2700,100,100,0,130,1,100-100-0-130-1,72730019,72730019,27.0,70137.6,80.0,0.43369979807045084,0,0,0,0
eps1,1665,2489.0,eps1_2800,100,100,0,130,1,100-100-0-130-1,72730119,72730119,28.0,72626.6,80.0,0.4368409243886023,0,0,0,0
eps1,1665,2486.2,eps1_2900,100,100,0,130,1,100-100-0-130-1,72730219,72730219,29.0,75112.8,80.0,0.43369979807045084,0,0,0,0
eps1,1665,2626.6,eps1_3000,100,100,0,130,1,100-100-0-130-1,72730319,72730319,30.0,77739.40000000001,80.0,0.5912048463091765,0,0,0,0
eps1,1665,2623.4,eps1_3100,100,100,0,130,1,100-100-0-130-1,72730419,72730419,31.0,80362.8,80.0,0.5876149876598611,0,0,0,0
eps1,1665,2625.4,eps1_3200,100,100,0,130,1,100-100-0-130-1,72730519,72730519,32.0,82988.2,80.0,0.5898586493156833,0,0,0,0
eps1,1665,2622.2,eps1_3300,100,100,0,130,1,100-100-0-130-1,72730619,72730619,33.0,85610.4,80.0,0.5862687906663674,0,0,0,0
eps1,1665,2623.6,eps1_3400,100,100,0,130,1,100-100-0-130-1,72730719,72730719,34.0,88234.0,80.0,0.5878393538254431,0,0,0,0
eps1,1665,2625.6,eps1_3500,100,100,0,130,1,100-100-0-130-1,72730819,72730819,35.0,90859.6,80.0,0.5900830154812654,0,0,0,0
eps1,1665,2623.6,eps1_3600,100,100,0,130,1,100-100-0-130-1,72730919,72730919,36.0,93483.20000000001,80.0,0.5878393538254431,0,0,0,0
eps1,1665,2622.0,eps1_3700,100,100,0,130,1,100-100-0-130-1,72731019,72731019,37.0,96105.20000000001,80.0,0.5860444245007853,0,0,0,0
eps1,1665,2623.8,eps1_3800,100,100,0,130,1,100-100-0-130-1,72731119,72731119,38.0,98729.00000000001,80.0,0.5880637199910256,0,0,0,0
eps1,1665,2622.4,eps1_3900,100,100,0,130,1,100-100-0-130-1,72731219,72731219,39.0,101351.40000000001,80.0,0.5864931568319499,0,0,0,0
eps1,1665,2494.2,eps1_4000,100,100,0,130,1,100-100-0-130-1,72731319,72731319,40.0,103845.6,80.0,0.44267444469374,0,0,0,0
eps1,1665,2490.2,eps1_4100,100,100,0,130,1,100-100-0-130-1,72731419,72731419,41.0,106335.8,80.0,0.4381871213820954,0,0,0,0
eps1,1665,2489.4,eps1_4200,100,100,0,130,1,100-100-0-130-1,72731519,72731519,42.0,108825.2,80.0,0.43728965671976683,0,0,0,0
eps1,1665,2488.2,eps1_4300,100,100,0,130,1,100-100-0-130-1,72731619,72731619,43.0,111313.4,80.0,0.43594345972627313,0,0,0,0
eps1,1665,2487.6,eps1_4400,100,100,0,130,1,100-100-0-130-1,72731719,72731719,44.0,113801.0,80.0,0.43527036122952656,0,0,0,0
eps1,1665,2487.6,eps1_4500,100,100,0,130,1,100-100-0-130-1,72731819,72731819,45.0,116288.6,80.0,0.43527036122952656,0,0,0,0
